% Model,Untitled.mph
% Version,COMSOL 6.0.0.318
% Date,"Sep 11 2026, 15:35"
% Dimension,2
% Nodes,28251
% Expressions,1
% Description,因变量 u
% Length unit,m
% r,z,u (m)
0.04318580013538383,0.13333333333333314,-0.4990674933937496
0.13333333332638647,0.04318580012893131,-0.4911111111711464
0.048584025152306816,0.1299999999999998,-0.498819796310376
0.1299999999999799,0.04858402515230758,-0.49155000005918287
0.05398203821968168,0.12666635526303213,-0.49854296983515595
0.1266666666666465,0.05398225016923063,-0.4919777778370307
0.059379157334887044,0.12333151059210135,-0.49823705789738054
0.1233341819066147,0.05938066962986973,-0.49239433984603337
0.06477324562219555,0.11999462706094165,-0.4979022133860102
0.12000415110562986,0.06477996868793788,-0.4927995019180966
0.0701607031613097,0.1166517574570488,-0.4975387379261233
0.11668171204369093,0.07018370795594157,-0.49319268909673036
0.07553678835555423,0.11329606992142843,-0.4971470968625687
0.11337189515282897,0.0755973375441427,-0.4935734067542455
0.08089785774744097,0.10992807706606111,-0.49672776836597404
0.11007694994204277,0.08102789880406869,-0.4939415326053081
0.08624132298616076,0.10655569920437413,-0.4962812171647631
0.10679582386686859,0.08648145773496901,-0.4942973260619375
0.09154558450374894,0.10324577506178159,-0.4958097030388225
0.10366457367984268,0.09197882814116203,-0.49462682814158315
0.09665249054295871,0.09991127314590331,-0.49532914809573286
0.1015046716722848,0.09694725359926427,-0.4948484008740845
0.0053982250169229765,0.16333333333333308,-0.49998542964390985
